"","block","lot","cd","schooldist","council","zipcode","firecomp","policeprct","healtharea","sanitboro","sanitsub","zonedist1","spdist1","ltdheight","landuse","ownertype","lotarea","bldgarea","resarea","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","assessland","assesstot","yearbuilt","borocode","xcoord","ycoord","edesignum","sanitdistrict","healthcenterdistrict","pfirm15_flag","last_modif"
"672938",918,201,"02",31,50,NA,"L085",122,600,5,"3D","R1-2","1","0","11","X",42665,0,1500,0,0,0,0,200,207,0,0,"0","0","Y","5",105163,105163,1920,5,950924,157913,"0","2","51","0",0
"672943",13845,61,"13",29,31,NA,"E314",105,3620,4,"7E","R3-2","0","0","11","C",2074,0,1600,0,0,0,0,34,62.33,0,0,"0","0","N","5",604,604,1920,4,1055512,174537,"0","13","44","1",0
"672947",3763,12,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","X",3800,0,1500,0,0,0,0,40,95,0,0,"0","0","N","5",360,360,1920,5,960365,149567,"0","2","51","1",0
"672948",5450,134,"03",31,51,NA,"L082",122,920,5,"2D","R3-1","1","0","11","",12200,0,1500,0,0,0,0,60,204,0,0,"0","0","N","5",134,134,1920,5,940819,144155,"0","3","51","0",0
"672956",6677,39,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",6480,0,1500,1,0,0,0,60,108,0,0,"0","0","N","5",6908,6908,1920,5,929113,130136,"0","3","51","0",0
"672957",7841,120,"03",31,51,NA,"E151",123,800,5,"8D","R3X","1","0","11","",29455,0,1500,0,0,0,0,36,280.17,0,0,"0","0","Y","5",1477,1477,1920,5,917899,125149,"0","3","51","0",0
"672959",736,78,"07",15,38,NA,"E201",72,4400,3,"2E","M1-2D","0","0","11","",500,0,2064,0,0,0,0,4,200.33,0,0,"0","0","Y","8",2250,2250,1920,3,980535,176771,"0","7","39","0",0
"672961",7590,110,"03",31,51,NA,"L076",123,800,5,"6D","M1-1","1","0","11","",31106,0,1500,0,0,0,0,330,137,0,0,"0","0","Y","5",11700,11700,1920,5,917675,133754,"0","3","51","1",0
"672965",6517,70,"03",31,51,NA,"E164",123,800,5,"7C","R3X","1","0","11","",11000,0,1500,0,0,0,0,100,100,0,0,"0","0","Y","5",15552,15552,1920,5,933469,132367,"0","3","51","0",0
"672966",7590,80,"03",31,51,NA,"L076",123,800,5,"6D","M1-1","1","0","11","",93765,0,1500,0,0,0,0,169,393,0,0,"0","0","Y","5",34650,34650,1920,5,917862,133763,"0","3","51","1",0
"672967",7857,40,"03",31,51,NA,"E151",123,800,5,"8C","R3A","1","0","9","C",1365,0,1500,0,0,0,0,7,195,0,0,"0","0","N","8",3150,3150,1920,5,915681,121945,"0","3","51","0",0
"672968",5920,153,"08",10,11,NA,"L052",50,100,2,"3C","R1-2","1","0","11","",15000,0,2001,1,0,0,0,100,150,0,0,"0","0","N","5",25574,25574,1920,2,1007709,264545,"0","8","21","0",0
"672969",1055,142,"07",15,39,NA,"L122",72,4700,3,"1E","R5B","0","0","11","",307,0,2064,0,0,0,0,18.25,16.83,0,0,"0","0","N","5",60,60,1920,3,987895,180583,"0","7","39","0",0
"672970",2174,160,"12",6,10,NA,"L036",34,221,1,"3B","C4-4","1","0","11","",400,0,7664,0,0,0,0,4,100,0,0,"0","0","N","8",2250,2250,1920,1,1004868,253369,"0","12","17","0",0
"672973",1465,43,"16",23,41,NA,"L120",73,5020,3,"1B","C8-2","0","0","11","C",1518,0,2064,0,0,0,0,25,64.5,0,0,"0","0","Y","5",64800,64800,1920,3,1008611,184079,"0","16","32","0",0
"672974",5328,16,"03",31,51,NA,"E164",123,920,5,"4E","R1-2","1","0","11","",866,0,1500,0,0,0,0,28,50,0,0,"0","0","Y","5",819,819,1920,5,938030,135914,"0","3","51","0",0
"672980",7312,59,"03",31,51,NA,"E168",123,800,5,"6D","M1-1","1","0","11","X",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",68850,68850,1920,5,919444,135734,"0","3","51","0",0
"672981",7372,32,"03",31,51,NA,"L076",123,800,5,"6D","M1-1","1","0","11","X",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",68850,68850,1920,5,920496,133881,"0","3","51","0",0
"672982",7469,136,"03",31,51,NA,"L076",123,800,5,"6D","M1-1","1","0","11","",27995,0,1500,0,0,0,0,149,200,0,0,"0","0","Y","5",215100,215100,1920,5,920808,131219,"0","3","51","0",0
"672983",7534,220,"03",31,51,NA,"L076",123,800,5,"7D","R3X","1","0","11","C",11600,0,1500,0,0,0,0,195,77,0,0,"0","0","Y","5",2030,2030,1920,5,922169,129080,"0","3","51","0",0
"672990",5638,91,"10",11,13,NA,"E070",45,720,2,"1C","R3A","1","0","10","",2970,0,2001,1,1,0,0,79.92,37.17,0,20,"0","0","N","5",1991,2802,1944,2,1044609,245268,"0","10","24","0",0
"672995",7534,1,"03",31,51,NA,"L076",123,800,5,"7D","R3X","1","0","11","C",357632,0,1500,0,0,0,0,951,448,0,0,"0","0","Y","5",13890,13890,1920,5,923223,129348,"0","3","51","0",0
"673001",5409,164,"10",8,13,NA,"E089",45,1420,2,"2E","R2","0","0","11","",3602,0,2001,0,0,0,0,95,85,0,0,"0","0","Y","5",631,631,1920,2,1035244,244896,"0","10","26","1",0
"673049",6763,140,"14",22,48,NA,"E276",70,7320,3,"4C","R4-1","0","0","11","",945,0,2064,1,0,0,0,25,36,0,0,"0","0","Y","6",694,694,1920,3,996078,162029,"0","14","35","0",0
"673050",8267,39,"11",26,19,NA,"E313",111,2150,4,"4E","R1-2","0","0","11","",180,0,1600,2,0,0,0,30,12,0,0,"0","0","Y","5",60,60,1920,4,1058965,219983,"0","11","43","0",0
"673051",8124,119,"18",18,42,NA,"E257",69,7510,3,"2E","R4-1","0","0","11","",1254,0,2064,0,0,0,0,38,33,0,0,"0","0","N","6",894,894,1920,3,1008965,174426,"0","18","33","0",0
"673069",1104,159,"1",29,28,NA,"",59,112,3," ","","0","0","11","",2524,0,1600,0,0,0,0,103.2,60,0,0,"0","0","Y","0",2006,2006,1920,4,NA,NA,"0","6","43","0",0
"673076",2472,175,"3",26,20,NA,"",63,67,3," ","","0","0","11","",2880,0,1600,0,0,0,0,58,40,0,0,"0","0","Y","0",1789,1789,1920,4,NA,NA,"0","12","41","0",0
"673082",2806,137,"04",24,25,NA,"E287",110,1821,4,"1D","R4","0","0","11","",2400,0,1600,0,0,0,0,30,85,0,0,"0","0","Y","5",1491,1491,1920,4,1016267,205484,"0","4","46","0",0
"673086",4747,125,"07",25,19,NA,"E295",109,222,4,"6E","R2A","0","0","11","C",86,0,1600,0,0,0,0,8.6,10,0,0,"0","0","N","8",10,10,1920,4,1038344,224365,"0","7","43","0",0
"673094",12650,45,"12",29,27,NA,"E317",113,3532,4,"7E","R3A","0","0","11","",965,0,1600,0,0,0,0,9.49,101.59,0,0,"0","0","Y","8",600,600,1920,4,1052062,190304,"0","12","44","0",0
"673096",8068,47,"18",18,46,NA,"L170",69,7520,3,"3D","R4-1","0","0","11","",2000,0,2064,0,0,0,0,20,100,0,0,"0","0","N","5",5431,5431,1920,3,1011968,170485,"0","18","33","0",0
"673097",8244,2,"11",26,19,NA,"E313",111,2150,4,"4E","R1-2","0","0","11","C",341,0,1600,0,0,0,0,3,100,0,0,"0","0","Y","8",300,300,1920,4,1058951,217665,"0","11","43","0",0
"673099",1967,53,"04",24,21,NA,"E324",110,1500,4,"3D","R5","0","0","11","",1200,0,1600,0,0,0,0,12,100,0,0,"0","0","N","8",613,613,1920,4,1025458,208824,"0","4","42","0",0
"673100",8401,650,"13",26,23,NA,"E251",105,2170,4,"1C","R3-2","0","0","11","X",16480,0,1600,1,0,0,0,227.75,188.89,0,0,"0","0","Y","5",22363,22363,1920,4,1060548,213454,"0","13","43","0",0
"673103",2472,178,"0",26,31,NA,"",72,74,3," ","","0","0","11","",763,0,1600,0,0,0,0,34.25,2034,0,0,"0","0","Y","0",246,246,1920,4,NA,NA,"0","81","43","0",0
"673113",5515,26,"10",8,13,NA,"E072",45,3220,2,"2C","R4A","0","0","11","",3500,0,2001,0,0,0,0,12.75,174.08,0,0,"0","0","Y","5",480,480,1920,2,1036709,238613,"0","10","26","1",0
"673171",3036,12,"06",10,15,NA,"L056",48,1700,2,"2A","M1-1","0","0","11","",3525,0,2001,0,0,0,0,25,141,0,0,"0","0","N","5",3993,3993,1920,2,1012749,249227,"0","6","25","0",0
"673172",10720,20,"13",29,23,NA,"L162",105,2910,4,"2E","R2","0","0","11","",2000,0,1600,0,0,0,0,20,100,0,0,"0","0","N","5",4113,4113,1920,4,1056418,204240,"0","13","44","0",0
"673173",4760,54,"17",18,45,NA,"E255",67,5520,3,"3D","R4","0","0","11","",183,0,2064,0,0,0,0,1.83,100,0,0,"0","0","N","5",60,60,1920,3,1003563,174452,"0","17","35","0",0
"673177",8166,35,"3",25,5,NA,"",63,96,4," ","","0","0","11","X",109,0,1600,0,0,0,0,61,9,0,0,"0","0","Y","5",193,193,1920,4,NA,NA,"0","14","46","0",0
"673180",5807,7,"07",26,19,NA,"E320",109,222,4,"8D","R2A","0","0","11","",141,0,1600,0,0,0,0,3,47,0,0,"0","0","N","8",196,196,1920,4,1043631,222274,"0","7","43","0",0
"673181",3335,25,"07",10,11,NA,"L037",52,410,2,"3A","R7B","0","0","11","",1054,0,2001,0,0,0,0,70.5,61.5,0,0,"0","0","Y","5",2956,2956,1920,2,1017329,257585,"0","7","21","0",0
"673196",5070,39,"12",11,11,NA,"E063",47,520,2,"5C","R5","0","0","11","",2375,0,2001,1,0,0,0,25,95,0,0,"0","0","N","5",4851,4974,1920,2,1024898,266887,"0","12","24","0",0
"673197",4076,7,"02",31,50,NA,"E165",122,920,5,"2D","R3X","0","0","11","C",165,0,1500,0,0,0,0,1,110,0,0,"0","0","Y","5",60,60,1920,5,956262,145051,"0","2","51","1",0
"673212",13343,130,"7",30,21,NA,"",62,3,4," ","","0","0","11","",156,0,1600,0,0,0,0,9,58,0,0,"0","0","Y","0",175,175,1920,4,NA,NA,"0","81","43","0",0
"673224",14243,1232,"1",27,32,NA,"",68,52,3," ","","0","0","11","",3200,0,1600,0,0,0,0,40,80,0,0,"0","0","N","0",3283,3283,1920,4,NA,NA,"0","10","42","0",0
"673248",5846,1698,"08",10,11,NA,"E052",50,100,2,"3D","R4","0","0","11","",1365,0,2001,0,0,0,0,23.75,107.75,0,0,"0","0","Y","5",1789,1789,1920,2,1011737,268702,"0","8","21","0",0
"673278",15638,100,"1",30,24,NA,"",62,113,4," ","","0","0","11","X",102330,0,1600,0,0,0,0,470,187,0,0,"0","0","Y","5",7114950,7114950,1920,4,NA,NA,"0","3","41","0",0
"673288",7336,90,"15",22,46,NA,"E321",61,8722,3,"2E","R4","0","0","11","",1612,0,2064,0,0,0,0,25.42,67.75,0,0,"0","0","Y","5",890,890,1920,3,1000727,158322,"0","15","37","0",0
"673306",8810,83,"13",26,23,NA,"E251",105,2170,4,"1E","R2A","0","0","11","",234,0,1600,2,0,0,0,23.08,21,0,0,"0","0","Y","5",60,60,1920,4,1066651,207486,"0","13","43","0",0
"673313",239,210,"01",30,26,NA,"L128",114,720,4,"2E","M1-5","0","0","11","",2250,0,1600,0,0,0,0,24,99.93,0,0,"0","0","Y","1",104850,104850,1920,4,1002938,213111,"0","2","41","0",0
"673321",6339,51,"11",26,19,NA,"E306",111,2110,4,"2E","R2A","0","0","11","",3000,0,1600,0,0,0,0,30,100,0,0,"0","0","N","5",5922,5922,1920,4,1050132,218478,"0","11","43","0",0
"673350",4478,47,"05",19,42,NA,"L107",75,6420,3,"3D","R5","0","0","11","",2000,0,2064,0,0,0,0,20,100,0,0,"0","0","N","5",3286,3286,1920,3,1018866,181878,"0","5","33","0",0
"673366",2631,116,"05",24,30,NA,"Q288",104,1600,4,"1E","M1-1","0","0","9","C",6270,0,1600,0,0,0,0,30,209,0,0,"0","0","N","5",103050,103050,1920,4,1008480,201067,"0","5","46","0",0
"673368",5309,123,"12",15,39,NA,"E240",66,5310,3,"5C","R5","0","0","11","",430,0,2064,0,0,0,0,20,21.58,0,0,"0","0","Y","5",60,60,1920,3,989077,173870,"0","12","35","0",0
"673375",10280,32,"12",29,27,NA,"E275",113,3510,4,"4D","R5D","0","0","10","X",3498,0,1600,0,0,0,0,20,173,0,0,"0","0","Y","5",72000,72000,1920,4,1045097,192233,"1","12","44","0",0
"673389",15914,1,"2",27,23,NA,"",72,102,4," ","","0","0","11","",672,0,1600,0,0,0,0,54,3,0,0,"0","0","Y","5",4320,4320,1920,4,NA,NA,"0","5","45","0",0
"673399",139,88,"1",30,50,NA,"",74,14,4," ","","0","0","10","X",4333,0,1500,0,0,0,0,42,100,0,0,"0","0","N","0",49050,49050,1920,5,NA,NA,"0","3","16","0",0
"673401",150,367,"01",31,49,NA,"L079",120,300,5,"2E","R3-1","0","0","11","",329,0,1500,0,0,0,0,7,45,0,0,"0","0","N","8",160,160,1920,5,953136,172003,"0","1","51","0",0
"673402",3665,9,"05",19,37,NA,"L120",75,5700,3,"1C","M1-1","0","0","0","",266,0,2064,1,0,0,0,24.17,11,0,0,"0","0","Y","5",2700,3150,1920,3,1011560,185600,"0","5","33","0",0
"673408",139,101,"1",24,51,NA,"",75,4,1," ","","0","0","10","X",2823,0,1500,0,0,0,0,26,110,0,0,"0","0","N","0",31050,31050,1920,5,NA,NA,"0","95","6","0",0
"673410",4500,15,"05",19,42,NA,"L107",75,6420,3,"3D","M1-1","0","0","10","",2000,0,2064,0,0,0,0,20,100,0,0,"0","0","N","5",35100,35100,1920,3,1018948,181412,"0","5","33","0",0
"673411",2423,31,"05",24,30,NA,"Q288",104,1700,4,"5E","R4-1","0","0","11","C",240,0,1600,0,0,0,0,4,90,0,0,"0","0","Y","8",276,276,1920,4,1012992,206829,"0","5","46","0",0
"673441",7932,219,"18",18,45,NA,"E310",63,7420,3,"5C","M1-1","0","0","0","",3000,0,2064,0,0,0,0,30,100,0,0,"0","0","N","5",54000,64800,1920,3,1005920,172437,"0","18","35","0",0
"673442",2756,10,"05",24,30,NA,"L140",104,1700,4,"1D","R4-1","0","0","11","",26,0,1600,0,0,0,0,13.42,4,0,0,"0","0","Y","5",60,60,1920,4,1011470,200686,"0","5","46","0",0
"673445",15803,35,"14",27,31,NA,"E264",101,3800,4,"2D","R4A","0","0","11","",1364,0,1600,1,0,0,0,22,62,0,0,"0","0","N","5",1818,1818,1920,4,1050701,156420,"0","14","45","1",0
"673457",7440,75,"8",20,50,NA,"",76,4,5," ","","0","0","11","X",24600,0,1500,0,0,0,0,140,307,0,0,"0","0","Y","5",139950,139950,1920,5,NA,NA,"0","95","23","0",0
"673461",673,22,"01",31,49,NA,"L083",120,600,5,"3E","R2","0","0","11","",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",7641,7641,1920,5,954605,163041,"0","1","51","0",0
"673462",4762,106,"12",11,12,NA,"L061",47,620,2,"2E","R6B","0","0","10","",2836,0,2001,0,0,0,0,29.75,105.42,0,0,"0","0","Y","5",33300,48150,1920,2,1027403,256139,"1","12","24","0",0
"673463",13910,54,"13",27,31,NA,"E314",105,3620,4,"7E","M1-1","0","0","11","",3490,0,1600,0,0,0,0,50,69,0,0,"0","0","N","5",84150,84150,1920,4,1054669,171841,"0","13","44","1",0
"673468",7446,1,"8",22,51,NA,"",77,14,5," ","","0","0","11","X",4000,0,1500,0,0,0,0,200,30,0,0,"0","0","Y","0",40500,40500,1920,5,NA,NA,"0","1","14","0",0
"673469",2610,550,"05",24,30,NA,"Q288",104,910,4,"1E","M3-1","0","0","11","X",10115,0,1600,0,0,0,0,119,170,0,0,"0","0","Y","3",232200,232200,1920,4,1007385,202275,"0","5","41","0",0
"673483",539,70,"02",2,1,NA,"L009",6,5700,1,"2A","R7-2","0","0","11","",25,0,7664,0,0,0,0,0.92,25,0,0,"0","0","Y","8",450,450,1920,1,984549,205053,"0","2","15","0",0
"673520",505,25,"01",31,49,NA,"L077",120,500,5,"1D","M1-1","0","0","11","",3930,0,1500,0,0,0,0,28,140.08,0,0,"0","0","N","5",41400,41400,1920,5,963001,169687,"0","1","51","0",0
"673540",3339,53,"06",28,29,NA,"E305",112,1920,4,"2C","R6","0","0","10","",184,0,1600,1,1,0,0,9.5,19.33,10,20,"0","2","N","5",840,1972,1950,4,1029575,200635,"0","6","46","0",0
"673566",1267,33,"01",31,49,NA,"E158",121,100,5,"4C","R3X","0","0","11","",6918,0,1500,0,0,0,0,49,139,0,0,"0","0","N","5",15060,15060,1920,5,937648,170829,"0","1","51","0",0
"673569",3803,241,"05",24,30,NA,"E319",104,1810,4,"4E","M1-1","0","0","11","X",1922,0,1600,0,0,0,0,10,175,0,0,"0","0","Y","8",8550,8550,1920,4,1019342,196873,"0","5","46","0",0
"673576",654,23,"01",31,49,NA,"L083",120,600,5,"3E","R2","0","0","10","",2000,0,1500,1,1,0,0,20,100,20,20,"0","1","N","5",4066,5422,1950,5,955314,163335,"0","1","51","0",0
"673588",4151,107,"05",19,37,NA,"E236",75,3900,3,"2C","R5","0","0","11","",625,0,2064,0,0,0,0,25,25,0,0,"0","0","N","5",79,79,1920,3,1020910,188249,"0","5","34","0",0
"673590",9982,111,"12",28,24,NA,"E298",103,2720,4,"1C","R5","0","0","11","",625,0,1600,0,0,0,0,25,25,0,0,"0","0","N","5",2088,2088,1920,4,1036645,194428,"0","12","45","0",0
"673598",4315,62,"07",29,19,NA,"",62,52,3," ","M1-1","0","0","11","C",42944,0,1600,0,0,0,0,100,200,0,0,"0","0","Y","5",50850,50850,1920,4,1025946,220895,"0","13","45","1",0
"673631",5230,139,"07",25,20,NA,"E274",109,1320,4,"2E","R3X","0","0","11","C",320,0,1600,0,0,0,0,3.17,100,0,0,"0","0","N","8",276,276,1920,4,1035782,211301,"0","7","43","0",0
"673678",11518,43,"10",27,32,NA,"E331",106,3000,4,"1E","R3A","0","0","11","",1950,0,1600,0,0,0,0,48,75,0,0,"0","0","Y","5",4216,4216,1920,4,1029100,184655,"0","10","45","0",0
"673682",13845,38,"13",29,31,NA,"E314",105,3620,4,"7E","R3-2","0","0","11","",1674,0,1600,0,0,0,0,34.17,49,0,0,"0","0","N","5",505,505,1920,4,1055274,174475,"0","13","44","1",0
"673695",346,23,"06",15,39,NA,"E202",76,4100,3,"2C","M2-1","0","0","0","C",2068,0,2064,0,0,0,0,29.5,76.08,0,0,"0","0","Y","5",29250,34650,1920,3,982591,188574,"0","6","38","1",0
"673704",1700,13,"01",31,49,NA,"E166",121,100,5,"4C","R3-2","0","0","11","C",2500,0,1500,0,0,0,0,25,100,0,0,"0","0","N","5",1477,1477,1920,5,941262,166819,"0","1","51","0",0
"673723",9590,143,"10",28,28,NA,"L126",106,3210,4,"3D","R3A","0","0","11","X",938,0,1600,0,0,0,0,67,28,0,0,"0","0","Y","5",218,218,1920,4,1035967,189745,"0","10","45","0",0
"673728",7954,66,"13",29,23,NA,"L162",105,2160,4,"2D","R3A","0","0","11","",125,0,1600,0,0,0,0,23.33,22,0,0,"0","0","Y","5",52,52,1920,4,1058333,205515,"0","13","43","0",0
"673729",1129,30,"6",22,46,NA,"",57,149,4," ","M1-1","0","0","11","X",2138,0,2064,0,0,0,0,0,0,0,0,"0","0","N","5",313527,313527,1920,3,NA,NA,"0","12","38","0",0
"673745",5559,73,"10",8,13,NA,"E072",45,3100,2,"3D","R4A","0","0","11","",2500,0,2001,0,0,0,0,25,100,0,0,"0","0","N","5",5671,5671,1920,2,1029384,238772,"0","10","26","0",0
"673761",4286,48,"11",11,13,NA,"L041",49,1210,2,"1C","C4-4","0","0","11","",4330,0,2001,0,0,0,0,25,126.5,0,0,"0","0","Y","5",14791,14791,1920,2,1020709,250414,"0","11","26","0",0
"673786",2520,52,"02",24,30,NA,"E259",108,910,4,"3C","M3-1","0","0","11","X",44208,0,1600,0,0,0,0,138,291,0,0,"0","0","Y","5",870750,870750,1920,4,1004204,204777,"0","2","41","0",0
"673803",12285,53,"12",27,28,NA,"L155",113,3532,4,"7C","R3X","0","0","11","",2000,0,1600,1,0,0,0,19,90,0,0,"0","0","Y","5",1435,1435,1920,4,1045673,184638,"0","12","44","0",0
"673814",1190,169,"02",30,26,NA,"E307",108,1022,4,"1C","R5","0","0","11","",600,0,1600,0,0,0,0,6,100,0,0,"0","0","N","8",360,360,1920,4,1012097,213003,"0","2","42","0",0
"673828",8130,90,"18",18,42,NA,"E257",69,7520,3,"1E","M1-1","0","0","11","",6680,0,2064,0,0,0,0,81.33,40,0,0,"0","0","Y","5",136350,136350,1920,3,1010183,176207,"0","18","33","0",0
"673843",1306,13,"09",17,35,NA,"E280",71,4800,3,"2A","R6","0","0","10","",350,0,2064,0,0,0,0,22.5,41.08,0,0,"0","0","Y","6",1350,1350,1920,3,995369,181176,"0","9","32","0",0
"673845",8218,52,"18",18,46,NA,"L170",69,7520,3,"2E","R4-1","0","0","10","X",3000,0,2064,1,0,0,0,35.75,80,0,0,"0","0","N","6",58950,58950,1920,3,1011453,171936,"0","18","33","0",0
"673846",3749,33,"05",19,42,NA,"E231",75,5900,3,"1C","M1-4","0","0","11","",3200,0,2064,0,0,0,0,40,80,0,0,"0","0","N","5",77400,77400,1920,3,1011848,182954,"0","5","33","0",0
"673847",3749,28,"05",19,42,NA,"E231",75,5900,3,"1C","M1-4","0","0","11","",4000,0,2064,0,0,0,0,40,100,0,0,"0","0","N","5",94950,94950,1920,3,1011912,183052,"0","5","33","0",0
"673852",6021,33,"11",26,19,NA,"E320",111,2110,4,"1D","R5B","0","0","11","C",100,0,1600,0,0,0,0,0.87,97.42,0,0,"0","0","N","8",73,73,1920,4,1042215,219705,"0","11","43","0",0
"673859",4705,44,"12",11,12,NA,"E038",47,620,2,"1E","R5","0","0","10","",5000,0,2001,0,0,0,0,50,100,0,0,"0","0","N","5",117900,117900,1920,2,1024506,257819,"0","12","24","0",0
"673869",157,193,"01",31,49,NA,"L079",120,300,5,"3D","R3A","0","0","11","",1408,0,1500,0,0,0,0,14,100,0,0,"0","0","N","5",652,652,1920,5,952721,172025,"0","1","51","0",0
"673874",13845,37,"13",29,31,NA,"E314",105,3620,4,"7E","R3-2","0","0","11","",2431,0,1600,0,0,0,0,17.83,93,0,0,"0","0","Y","5",735,735,1920,4,1055269,174437,"0","13","44","1",0
"673878",184,225,"01",31,49,NA,"L079",120,300,5,"3D","M3-1","0","0","11","",6487,0,1500,0,0,0,0,136,52,0,0,"0","0","Y","5",107550,107550,1920,5,952234,173230,"0","1","51","1",0
"673884",1182,10,"01",31,49,NA,"L080",121,200,5,"4C","R3-2","0","0","10","",1152,0,1500,0,0,0,0,25,46.1,0,0,"0","0","N","5",13950,13950,1920,5,942359,167223,"0","1","51","0",0
"673885",1700,12,"01",31,49,NA,"E166",121,100,5,"4C","R3-2","0","0","11","C",2500,0,1500,0,0,0,0,25,100,0,0,"0","0","N","5",1477,1477,1920,5,941258,166794,"0","1","51","0",0
"673886",4312,76,"05",19,42,NA,"E225",75,6420,3,"3E","R5","0","0","11","",110,0,2064,0,0,0,0,1.1,100,0,0,"0","0","N","5",450,450,1920,3,1016783,181859,"0","5","33","0",0
"673888",4559,116,"11",11,12,NA,"L051",49,820,2,"3D","R4","0","0","11","",2476,0,2001,0,0,0,0,24.76,100,0,0,"0","0","N","5",3607,3607,1920,2,1024525,255755,"0","11","24","0",0
"673915",3239,25,"07",10,14,NA,"E081",52,320,2,"1A","R6","0","0","11","C",10000,0,2001,0,0,0,0,50,200,0,0,"0","0","N","5",33480,33480,1920,2,1010151,256493,"0","7","21","0",0
"673927",1687,144,"03",16,36,NA,"L111",81,3000,3,"4A","R6B","0","0","11","",619,0,2064,0,0,0,0,18.75,33,0,0,"0","0","Y","5",890,890,1920,3,1004742,187466,"0","3","32","0",0
"673934",7336,38,"15",22,46,NA,"E321",61,8722,3,"2E","R4","0","0","11","",1980,0,2064,0,0,0,0,13.83,92.92,0,0,"0","0","Y","5",54000,54000,1920,3,1000847,158208,"0","15","37","0",0
"673937",2927,42,"03",9,16,NA,"L019",42,2400,2,"1B","R7-1","0","0","11","",4799,0,2001,0,0,0,0,75.12,66.9,0,0,"0","0","Y","5",3939,3939,1920,2,1011576,243994,"0","3","25","0",0
"673938",1855,73,"02",31,50,NA,"E158",121,100,5,"4E","M2-1","0","0","11","X",6330,0,1500,0,0,0,0,56,376,0,0,"0","0","Y","9",2700,2700,1920,5,934196,167300,"0","2","51","1",0
"673939",5973,146,"11",26,19,NA,"E320",111,2110,4,"1D","R2A","0","0","11","",2617,0,1600,0,0,0,0,40,66,0,0,"0","0","Y","5",523,523,1920,4,1042474,221090,"0","11","43","0",0
"673943",11634,6,"10",27,28,NA,"L126",106,3220,4,"3E","R3-2","0","0","11","",1000,0,1600,0,0,0,0,10,100,0,0,"0","0","N","8",417,417,1920,4,1036426,188143,"0","10","45","0",0
"673970",3416,35,"02",31,50,NA,"L081",122,910,5,"1C","R3X","0","0","11","X",37224,0,1500,0,0,0,0,94,396,0,0,"0","0","Y","5",4436,4436,1920,5,964811,154261,"0","2","51","1",0
"673977",9146,24,"10",27,32,NA,"E331",106,3000,4,"1D","R4A","0","0","11","",1800,0,1600,0,0,0,0,20.25,88,0,0,"0","0","Y","5",3118,3118,1920,4,1025234,186562,"0","10","45","0",0
"673985",7918,22,"18",18,45,NA,"E310",69,7510,3,"2C","M1-1","0","0","0","",8000,0,2064,1,0,0,0,80,100,0,0,"0","0","N","5",175950,175950,1920,3,1006899,173060,"0","18","33","0",0
"674000",3213,27,"07",10,14,NA,"E081",52,320,2,"1A","R6","0","0","11","C",29079,0,2001,0,0,0,0,47.67,484.25,0,0,"0","0","Y","5",888750,888750,1920,2,1010952,253875,"0","7","21","0",0
"674027",3262,197,"08",10,11,NA,"L046",50,310,2,"1A","R6","0","0","11","",1208,0,2001,0,0,0,0,77.59,19.88,0,0,"0","0","Y","6",799,799,1920,2,1012272,260815,"0","8","21","0",0
"674039",4732,8,"07",25,19,NA,"E295",109,222,4,"6E","R3-1","0","0","11","",20,0,1600,0,0,0,0,7,4,0,0,"0","0","Y","8",10,10,1920,4,1037573,224534,"0","7","43","0",0
"674060",1706,41,"01",31,49,NA,"E166",121,100,5,"4C","R3-2","0","0","11","",10000,0,1500,0,0,0,0,77,130,0,0,"0","0","Y","3",324000,324000,1920,5,942786,166809,"0","1","51","0",0
"674062",10857,18,"13",29,27,NA,"E304",105,3520,4,"4C","R2","0","0","11","C",60,0,1600,0,0,0,0,1,60,0,0,"0","0","N","8",10,10,1920,4,1053387,199010,"0","13","44","0",0
"674103",6979,101,"13",21,47,NA,"E318",60,9010,3,"2B","R6","0","0","10","X",57850,0,2064,0,0,0,0,1.32,100,0,0,"0","0","N","5",918900,918900,1920,3,984068,149955,"0","13","37","1",0
"674118",14239,1139,"10",27,32,NA,"L173",106,3611,4,"4E","R3A","1","0","11","C",1400,0,1600,0,0,0,0,20,70,0,0,"0","0","N","5",894,894,1920,4,1031527,178089,"0","10","45","1",0
"674119",1584,29,"04",24,25,NA,"E289",110,1420,4,"2E","R5","0","0","11","",1771,0,1600,0,0,0,0,23,77,0,0,"0","0","Y","5",973,973,1920,4,1018530,209624,"0","4","42","0",0
"674139",2459,50,"04",7,16,NA,"E071",44,3800,2,"1B","C6-2","0","0","11","",2365,0,2001,0,0,0,0,25,95.73,0,0,"0","0","N","5",2584,2584,1920,2,1005931,240279,"1","4","23","0",0
"674140",851,70,"02",31,50,NA,"E160",122,600,5,"3D","R1-2","0","0","11","",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",10984,10984,1920,5,957535,158025,"0","2","51","0",0
